SurgeCon Assessment  Date / Time,Year-Month,Site Name,SurgeCon Level,SurgeCon Score,SurgeCon Scale,Modified By
2022-02-01 03:57:01,2022-February,Dr. G. B. Cross Memorial Hospital,1,8,0.075061545,gbc.emerge
2022-02-01 08:10:49,2022-February,Dr. G. B. Cross Memorial Hospital,1,3,0.02546154,gbc.emerge
2022-02-01 12:31:25,2022-February,Dr. G. B. Cross Memorial Hospital,1,4,0.038615383,gbc.emerge
2022-02-01 16:32:59,2022-February,Dr. G. B. Cross Memorial Hospital,2,11,0.109423071,gbc.emerge
2022-02-01 21:21:36,2022-February,Dr. G. B. Cross Memorial Hospital,3,17,0.174261555,gbc.emerge
2022-02-02 09:08:03,2022-February,Dr. G. B. Cross Memorial Hospital,1,5,0.050615385,gbc.emerge
2022-02-02 11:08:59,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.085423082,gbc.emerge
2022-02-02 14:05:44,2022-February,Dr. G. B. Cross Memorial Hospital,2,11,0.11392308,gbc.emerge
2022-02-02 16:26:56,2022-February,Dr. G. B. Cross Memorial Hospital,2,15,0.150576919,gbc.emerge
2022-02-02 21:09:10,2022-February,Dr. G. B. Cross Memorial Hospital,3,21,0.20592308,gbc.emerge
2022-02-03 04:19:41,2022-February,Dr. G. B. Cross Memorial Hospital,1,5,0.049153842,gbc.emerge
2022-02-03 08:14:46,2022-February,Dr. G. B. Cross Memorial Hospital,1,5,0.049153842,gbc.emerge
2022-02-03 08:51:12,2022-February,Dr. G. B. Cross Memorial Hospital,1,5,0.049153842,gbc.emerge
2022-02-03 16:15:41,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.086769231,gbc.emerge
2022-02-03 20:08:44,2022-February,Dr. G. B. Cross Memorial Hospital,3,17,0.174269214,gbc.emerge
2022-02-04 04:00:47,2022-February,Dr. G. B. Cross Memorial Hospital,3,18,0.176761553,gbc.emerge
2022-02-04 08:11:49,2022-February,Dr. G. B. Cross Memorial Hospital,1,8,0.083761543,gbc.emerge
2022-02-04 13:42:20,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.091769226,gbc.emerge
2022-02-04 22:09:53,2022-February,Dr. G. B. Cross Memorial Hospital,1,8,0.078961536,gbc.emerge
2022-02-05 00:05:02,2022-February,Dr. G. B. Cross Memorial Hospital,2,11,0.107615381,gbc.emerge
2022-02-05 05:09:12,2022-February,Dr. G. B. Cross Memorial Hospital,3,21,0.208769232,gbc.emerge
2022-02-05 15:41:08,2022-February,Dr. G. B. Cross Memorial Hospital,1,8,0.082615383,gbc.emerge
2022-02-05 18:33:40,2022-February,Dr. G. B. Cross Memorial Hospital,2,14,0.139423087,gbc.emerge
2022-02-05 22:47:33,2022-February,Dr. G. B. Cross Memorial Hospital,2,11,0.110769235,gbc.emerge
2022-02-06 03:33:34,2022-February,Dr. G. B. Cross Memorial Hospital,2,11,0.113615379,gbc.emerge
2022-02-06 08:07:13,2022-February,Dr. G. B. Cross Memorial Hospital,1,8,0.083461545,gbc.emerge
2022-02-06 18:15:43,2022-February,Dr. G. B. Cross Memorial Hospital,2,16,0.159576938,gbc.emerge
2022-02-06 22:29:20,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.091961548,gbc.emerge
2022-02-06 22:29:53,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.091961548,gbc.emerge
2022-02-07 04:36:40,2022-February,Dr. G. B. Cross Memorial Hospital,2,10,0.098961547,gbc.emerge
2022-02-07 08:17:41,2022-February,Dr. G. B. Cross Memorial Hospital,1,3,0.029307695,gbc.emerge
2022-02-07 11:24:25,2022-February,Dr. G. B. Cross Memorial Hospital,1,6,0.059461541,gbc.emerge
2022-02-07 13:29:23,2022-February,Dr. G. B. Cross Memorial Hospital,1,7,0.071461543,gbc.emerge
2022-02-07 20:47:10,2022-February,Dr. G. B. Cross Memorial Hospital,3,18,0.17576924,gbc.emerge
2022-02-08 08:13:55,2022-February,Dr. G. B. Cross Memorial Hospital,2,13,0.131769225,gbc.emerge
2022-02-08 10:18:26,2022-February,Dr. G. B. Cross Memorial Hospital,2,12,0.121961534,gbc.emerge
2022-02-08 13:30:04,2022-February,Dr. G. B. Cross Memorial Hospital,2,13,0.131923079,gbc.emerge
2022-02-08 14:44:18,2022-February,Dr. G. B. Cross Memorial Hospital,2,14,0.140769228,gbc.emerge
2022-02-08 16:13:31,2022-February,Dr. G. B. Cross Memorial Hospital,1,8,0.084961541,gbc.emerge
2022-02-08 19:59:35,2022-February,Dr. G. B. Cross Memorial Hospital,1,7,0.06996154,gbc.emerge
2022-02-08 23:06:15,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.092769235,gbc.emerge
2022-02-09 01:07:16,2022-February,Dr. G. B. Cross Memorial Hospital,1,6,0.064461537,gbc.emerge
2022-02-09 01:07:58,2022-February,Dr. G. B. Cross Memorial Hospital,1,7,0.070461541,gbc.emerge
2022-02-09 08:01:10,2022-February,Dr. G. B. Cross Memorial Hospital,1,3,0.032307692,gbc.emerge
2022-02-09 08:16:42,2022-February,Dr. G. B. Cross Memorial Hospital,1,3,0.032307692,gbc.emerge
2022-02-09 14:08:27,2022-February,Dr. G. B. Cross Memorial Hospital,2,12,0.118423082,gbc.emerge
2022-02-09 15:55:23,2022-February,Dr. G. B. Cross Memorial Hospital,2,11,0.11226923,gbc.emerge
2022-02-09 21:24:06,2022-February,Dr. G. B. Cross Memorial Hospital,1,3,0.028307693,gbc.emerge
2022-02-10 00:15:56,2022-February,Dr. G. B. Cross Memorial Hospital,1,3,0.028307693,gbc.emerge
2022-02-10 02:37:52,2022-February,Dr. G. B. Cross Memorial Hospital,1,3,0.032307692,gbc.emerge
2022-02-10 04:17:42,2022-February,Dr. G. B. Cross Memorial Hospital,1,2,0.016153846,gbc.emerge
2022-02-10 08:21:29,2022-February,Dr. G. B. Cross Memorial Hospital,1,3,0.026307693,gbc.emerge
2022-02-10 12:21:05,2022-February,Dr. G. B. Cross Memorial Hospital,2,10,0.097884618,gbc.emerge
2022-02-10 15:48:49,2022-February,Dr. G. B. Cross Memorial Hospital,3,18,0.175076917,gbc.emerge
2022-02-10 20:52:00,2022-February,Dr. G. B. Cross Memorial Hospital,1,6,0.06246154,gbc.emerge
2022-02-10 22:38:24,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.086769231,gbc.emerge
2022-02-11 08:13:43,2022-February,Dr. G. B. Cross Memorial Hospital,1,7,0.069076926,gbc.emerge
2022-02-11 11:25:43,2022-February,Dr. G. B. Cross Memorial Hospital,1,6,0.057076927,gbc.emerge
2022-02-11 14:52:08,2022-February,Dr. G. B. Cross Memorial Hospital,2,16,0.161230773,gbc.emerge
2022-02-11 19:48:59,2022-February,Dr. G. B. Cross Memorial Hospital,1,4,0.041461539,gbc.emerge
2022-02-12 02:08:53,2022-February,Dr. G. B. Cross Memorial Hospital,1,7,0.068807699,gbc.emerge
2022-02-12 09:13:33,2022-February,Dr. G. B. Cross Memorial Hospital,2,11,0.112415381,gbc.emerge
2022-02-12 11:22:34,2022-February,Dr. G. B. Cross Memorial Hospital,2,16,0.156615376,gbc.emerge
2022-02-12 15:49:27,2022-February,Dr. G. B. Cross Memorial Hospital,2,10,0.097769231,gbc.emerge
2022-02-12 21:48:45,2022-February,Dr. G. B. Cross Memorial Hospital,1,2,0.01846154,gbc.emerge
2022-02-12 23:10:36,2022-February,Dr. G. B. Cross Memorial Hospital,1,4,0.038615383,gbc.emerge
2022-02-13 00:29:44,2022-February,Dr. G. B. Cross Memorial Hospital,1,3,0.026307693,gbc.emerge
2022-02-13 09:40:17,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.088261537,gbc.emerge
2022-02-13 19:53:36,2022-February,Dr. G. B. Cross Memorial Hospital,4,31,0.312530756,gbc.emerge
2022-02-14 09:02:59,2022-February,Dr. G. B. Cross Memorial Hospital,2,14,0.137915388,gbc.emerge
2022-02-14 11:38:49,2022-February,Dr. G. B. Cross Memorial Hospital,5,37,0.368030787,gbc.emerge
2022-02-14 14:23:10,2022-February,Dr. G. B. Cross Memorial Hospital,3,19,0.194030762,gbc.emerge
2022-02-14 17:27:36,2022-February,Dr. G. B. Cross Memorial Hospital,3,25,0.254838437,gbc.emerge
2022-02-14 22:49:16,2022-February,Dr. G. B. Cross Memorial Hospital,3,20,0.201684609,gbc.emerge
2022-02-15 11:58:35,2022-February,Dr. G. B. Cross Memorial Hospital,3,17,0.166415393,gbc.emerge
2022-02-15 23:39:48,2022-February,Dr. G. B. Cross Memorial Hospital,2,15,0.154723078,gbc.emerge
2022-02-16 10:28:54,2022-February,Dr. G. B. Cross Memorial Hospital,3,20,0.197569221,gbc.emerge
2022-02-19 16:40:34,2022-February,Dr. G. B. Cross Memorial Hospital,2,12,0.120230772,gbc.emerge
2022-02-19 22:12:33,2022-February,Dr. G. B. Cross Memorial Hospital,1,3,0.026307693,gbc.emerge
2022-02-21 02:21:48,2022-February,Dr. G. B. Cross Memorial Hospital,3,18,0.17772308,gbc.emerge
2022-02-21 06:41:09,2022-February,Dr. G. B. Cross Memorial Hospital,3,21,0.207723081,gbc.emerge
2022-02-21 09:45:11,2022-February,Dr. G. B. Cross Memorial Hospital,3,23,0.229030758,gbc.emerge
2022-02-21 12:38:25,2022-February,Dr. G. B. Cross Memorial Hospital,4,31,0.309876919,gbc.emerge
2022-02-21 15:36:02,2022-February,Dr. G. B. Cross Memorial Hospital,3,25,0.249723092,gbc.emerge
2022-02-21 21:05:25,2022-February,Dr. G. B. Cross Memorial Hospital,3,21,0.209376901,gbc.emerge
2022-02-21 23:03:06,2022-February,Dr. G. B. Cross Memorial Hospital,3,24,0.241338462,gbc.emerge
2022-02-22 03:32:25,2022-February,Dr. G. B. Cross Memorial Hospital,2,11,0.114261538,gbc.emerge
2022-02-22 08:20:55,2022-February,Dr. G. B. Cross Memorial Hospital,1,8,0.084261544,gbc.emerge
2022-02-22 11:54:46,2022-February,Dr. G. B. Cross Memorial Hospital,3,17,0.17437692,gbc.emerge
2022-02-22 14:11:27,2022-February,Dr. G. B. Cross Memorial Hospital,3,23,0.230800003,gbc.emerge
2022-02-22 16:11:53,2022-February,Dr. G. B. Cross Memorial Hospital,3,22,0.224646151,gbc.emerge
2022-02-22 21:06:49,2022-February,Dr. G. B. Cross Memorial Hospital,3,18,0.180530772,gbc.emerge
2022-02-23 08:23:29,2022-February,Dr. G. B. Cross Memorial Hospital,2,10,0.098615378,gbc.emerge
2022-02-23 11:42:50,2022-February,Dr. G. B. Cross Memorial Hospital,3,22,0.221384615,gbc.emerge
2022-02-23 11:43:13,2022-February,Dr. G. B. Cross Memorial Hospital,3,19,0.191384614,gbc.emerge
2022-02-23 15:48:25,2022-February,Dr. G. B. Cross Memorial Hospital,5,37,0.370884597,gbc.emerge
2022-02-23 16:02:22,2022-February,Dr. G. B. Cross Memorial Hospital,5,37,0.370884597,gbc.emerge
2022-02-23 17:36:41,2022-February,Dr. G. B. Cross Memorial Hospital,3,20,0.201730773,gbc.emerge
2022-02-24 08:09:39,2022-February,Dr. G. B. Cross Memorial Hospital,2,14,0.138107687,gbc.emerge
2022-02-24 09:31:14,2022-February,Dr. G. B. Cross Memorial Hospital,1,8,0.084107697,gbc.emerge
2022-02-24 09:36:00,2022-February,Dr. G. B. Cross Memorial Hospital,2,13,0.129107684,gbc.emerge
2022-02-24 10:35:59,2022-February,Dr. G. B. Cross Memorial Hospital,4,32,0.324569255,gbc.emerge
2022-02-24 12:34:37,2022-February,Dr. G. B. Cross Memorial Hospital,5,34,0.341069221,gbc.emerge
2022-02-24 14:05:50,2022-February,Dr. G. B. Cross Memorial Hospital,3,21,0.20637691,gbc.emerge
2022-02-24 16:06:59,2022-February,Dr. G. B. Cross Memorial Hospital,2,16,0.160607681,gbc.emerge
2022-02-24 20:25:27,2022-February,Dr. G. B. Cross Memorial Hospital,2,15,0.147723079,gbc.emerge
2022-02-24 23:12:35,2022-February,Dr. G. B. Cross Memorial Hospital,2,14,0.142915383,gbc.emerge
2022-02-25 05:41:43,2022-February,Dr. G. B. Cross Memorial Hospital,2,12,0.1221077,gbc.emerge
2022-02-25 07:02:10,2022-February,Dr. G. B. Cross Memorial Hospital,2,12,0.1221077,gbc.emerge
2022-02-25 12:12:44,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.094261542,gbc.emerge
2022-02-25 13:57:39,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.094723076,gbc.emerge
2022-02-25 15:34:55,2022-February,Dr. G. B. Cross Memorial Hospital,2,13,0.129569232,gbc.emerge
2022-02-26 04:12:29,2022-February,Dr. G. B. Cross Memorial Hospital,1,7,0.071953848,gbc.emerge
2022-02-28 06:33:33,2022-February,Dr. G. B. Cross Memorial Hospital,3,21,0.213569224,gbc.emerge
2022-02-28 09:29:32,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.093453847,gbc.emerge
2022-02-28 12:14:42,2022-February,Dr. G. B. Cross Memorial Hospital,2,11,0.109423071,gbc.emerge
2022-02-28 15:42:58,2022-February,Dr. G. B. Cross Memorial Hospital,2,12,0.121730775,gbc.emerge
2022-02-28 15:43:21,2022-February,Dr. G. B. Cross Memorial Hospital,2,9,0.091730766,gbc.emerge
2022-03-01 02:30:13,2022-March,Dr. G. B. Cross Memorial Hospital,2,10,0.098907687,gbc.emerge
2022-03-01 06:16:47,2022-March,Dr. G. B. Cross Memorial Hospital,1,7,0.073907688,gbc.emerge
2022-03-01 09:57:42,2022-March,Dr. G. B. Cross Memorial Hospital,2,16,0.162523076,gbc.emerge
2022-03-01 11:31:38,2022-March,Dr. G. B. Cross Memorial Hospital,3,23,0.23202309,gbc.emerge
2022-03-01 15:10:52,2022-March,Dr. G. B. Cross Memorial Hospital,3,17,0.169115365,gbc.emerge
2022-03-01 18:15:53,2022-March,Dr. G. B. Cross Memorial Hospital,2,10,0.098923072,gbc.emerge
2022-03-01 21:28:22,2022-March,Dr. G. B. Cross Memorial Hospital,2,11,0.109576918,gbc.emerge
2022-03-02 02:03:49,2022-March,Dr. G. B. Cross Memorial Hospital,2,13,0.132961541,gbc.emerge
2022-03-02 06:40:13,2022-March,Dr. G. B. Cross Memorial Hospital,1,7,0.070115387,gbc.emerge
2022-03-02 08:57:35,2022-March,Dr. G. B. Cross Memorial Hospital,2,13,0.134923071,gbc.emerge
2022-03-02 14:01:21,2022-March,Dr. G. B. Cross Memorial Hospital,3,20,0.195423082,gbc.emerge
2022-03-02 14:40:56,2022-March,Dr. G. B. Cross Memorial Hospital,3,20,0.201576918,gbc.emerge
2022-03-02 17:02:03,2022-March,Dr. G. B. Cross Memorial Hospital,2,16,0.164615378,gbc.emerge
2022-03-02 17:02:33,2022-March,Dr. G. B. Cross Memorial Hospital,3,17,0.17076923,gbc.emerge
2022-03-02 21:27:21,2022-March,Dr. G. B. Cross Memorial Hospital,4,26,0.256576926,gbc.emerge
2022-03-03 04:31:44,2022-March,Dr. G. B. Cross Memorial Hospital,3,22,0.223915368,gbc.emerge
2022-03-03 08:31:04,2022-March,Dr. G. B. Cross Memorial Hospital,2,15,0.151915371,gbc.emerge
2022-03-03 09:18:42,2022-March,Dr. G. B. Cross Memorial Hospital,4,27,0.273169219,gbc.emerge
2022-03-03 09:40:04,2022-March,Dr. G. B. Cross Memorial Hospital,4,31,0.308169246,gbc.emerge
2022-03-03 11:55:48,2022-March,Dr. G. B. Cross Memorial Hospital,5,36,0.355976939,gbc.emerge
2022-03-03 14:15:20,2022-March,Dr. G. B. Cross Memorial Hospital,5,37,0.368130803,gbc.emerge
2022-03-03 14:46:13,2022-March,Dr. G. B. Cross Memorial Hospital,5,37,0.374284625,gbc.emerge
2022-03-03 16:29:45,2022-March,Dr. G. B. Cross Memorial Hospital,5,38,0.37778464,gbc.emerge
2022-03-03 21:03:11,2022-March,Dr. G. B. Cross Memorial Hospital,5,40,0.396784633,gbc.emerge
2022-03-04 01:12:48,2022-March,Dr. G. B. Cross Memorial Hospital,4,27,0.269669235,gbc.emerge
2022-03-04 08:15:26,2022-March,Dr. G. B. Cross Memorial Hospital,4,32,0.316169232,gbc.emerge
2022-03-04 08:23:20,2022-March,Dr. G. B. Cross Memorial Hospital,4,32,0.316169232,gbc.emerge
2022-03-04 11:36:37,2022-March,Dr. G. B. Cross Memorial Hospital,4,31,0.314976931,gbc.emerge
2022-03-04 14:31:31,2022-March,Dr. G. B. Cross Memorial Hospital,3,23,0.233523086,gbc.emerge
2022-03-05 13:40:05,2022-March,Dr. G. B. Cross Memorial Hospital,2,10,0.101615384,gbc.emerge
2022-03-06 02:44:38,2022-March,Dr. G. B. Cross Memorial Hospital,2,9,0.08796154,gbc.emerge
2022-03-07 08:27:01,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.084115393,gbc.emerge
2022-03-07 09:44:00,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.084115393,gbc.emerge
2022-03-07 11:20:46,2022-March,Dr. G. B. Cross Memorial Hospital,3,18,0.182230756,gbc.emerge
2022-03-07 14:13:57,2022-March,Dr. G. B. Cross Memorial Hospital,4,33,0.326538473,gbc.emerge
2022-03-07 16:01:53,2022-March,Dr. G. B. Cross Memorial Hospital,4,27,0.273076922,gbc.emerge
2022-03-07 16:03:28,2022-March,Dr. G. B. Cross Memorial Hospital,4,27,0.273076922,gbc.emerge
2022-03-07 16:03:46,2022-March,Dr. G. B. Cross Memorial Hospital,3,18,0.183076933,gbc.emerge
2022-03-07 17:53:25,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.07930769,gbc.emerge
2022-03-07 17:54:03,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.07930769,gbc.emerge
2022-03-08 00:05:24,2022-March,Dr. G. B. Cross Memorial Hospital,1,5,0.049307689,gbc.emerge
2022-03-08 10:52:12,2022-March,Dr. G. B. Cross Memorial Hospital,2,11,0.11411538,gbc.emerge
2022-03-08 10:52:41,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.079115383,gbc.emerge
2022-03-08 14:43:49,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.08092308,gbc.emerge
2022-03-09 03:26:42,2022-March,Dr. G. B. Cross Memorial Hospital,2,9,0.08630769,gbc.emerge
2022-03-09 08:44:38,2022-March,Dr. G. B. Cross Memorial Hospital,1,7,0.074769236,gbc.emerge
2022-03-09 11:40:17,2022-March,Dr. G. B. Cross Memorial Hospital,3,17,0.16538462,gbc.emerge
2022-03-09 13:41:11,2022-March,Dr. G. B. Cross Memorial Hospital,2,16,0.159076929,gbc.emerge
2022-03-09 23:59:44,2022-March,Dr. G. B. Cross Memorial Hospital,1,5,0.050615385,gbc.emerge
2022-03-10 05:55:38,2022-March,Dr. G. B. Cross Memorial Hospital,1,1,0.013153846,gbc.emerge
2022-03-10 08:06:07,2022-March,Dr. G. B. Cross Memorial Hospital,2,9,0.089807689,gbc.emerge
2022-03-10 08:28:42,2022-March,Dr. G. B. Cross Memorial Hospital,2,9,0.089807689,gbc.emerge
2022-03-10 12:51:38,2022-March,Dr. G. B. Cross Memorial Hospital,3,20,0.199769229,gbc.emerge
2022-03-10 16:44:01,2022-March,Dr. G. B. Cross Memorial Hospital,2,10,0.102076918,gbc.emerge
2022-03-10 23:29:42,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.077461541,gbc.emerge
2022-03-11 09:07:36,2022-March,Dr. G. B. Cross Memorial Hospital,2,12,0.122923076,gbc.emerge
2022-03-11 09:53:31,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.080461539,gbc.emerge
2022-03-11 12:04:44,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.080615386,gbc.emerge
2022-03-11 15:39:13,2022-March,Dr. G. B. Cross Memorial Hospital,2,12,0.121723078,gbc.emerge
2022-03-11 17:14:33,2022-March,Dr. G. B. Cross Memorial Hospital,2,16,0.158915371,gbc.emerge
2022-03-12 22:16:35,2022-March,Dr. G. B. Cross Memorial Hospital,2,15,0.152069241,gbc.emerge
2022-03-13 04:26:14,2022-March,Dr. G. B. Cross Memorial Hospital,2,12,0.122761533,gbc.emerge
2022-03-13 10:21:53,2022-March,Dr. G. B. Cross Memorial Hospital,2,9,0.088915385,gbc.emerge
2022-03-13 15:31:30,2022-March,Dr. G. B. Cross Memorial Hospital,2,13,0.132615387,gbc.emerge
2022-03-14 01:30:23,2022-March,Dr. G. B. Cross Memorial Hospital,2,14,0.144423068,gbc.emerge
2022-03-14 16:44:02,2022-March,Dr. G. B. Cross Memorial Hospital,3,18,0.180230767,gbc.emerge
2022-03-14 22:05:37,2022-March,Dr. G. B. Cross Memorial Hospital,3,21,0.207615376,gbc.emerge
2022-03-15 00:25:21,2022-March,Dr. G. B. Cross Memorial Hospital,3,19,0.186376914,gbc.emerge
2022-03-16 09:09:29,2022-March,Dr. G. B. Cross Memorial Hospital,2,13,0.127769232,gbc.emerge
2022-03-16 12:18:33,2022-March,Dr. G. B. Cross Memorial Hospital,2,13,0.134769231,gbc.emerge
2022-03-16 22:49:04,2022-March,Dr. G. B. Cross Memorial Hospital,3,20,0.199923083,gbc.emerge
2022-03-17 08:15:55,2022-March,Dr. G. B. Cross Memorial Hospital,3,20,0.195461541,gbc.emerge
2022-03-17 13:28:59,2022-March,Dr. G. B. Cross Memorial Hospital,2,14,0.140769228,gbc.emerge
2022-03-18 08:04:53,2022-March,Dr. G. B. Cross Memorial Hospital,2,14,0.138607696,gbc.emerge
2022-03-18 14:11:56,2022-March,Dr. G. B. Cross Memorial Hospital,3,17,0.174569219,gbc.emerge
2022-03-19 08:36:32,2022-March,Dr. G. B. Cross Memorial Hospital,3,21,0.209769249,gbc.emerge
2022-03-19 12:52:53,2022-March,Dr. G. B. Cross Memorial Hospital,2,13,0.125769228,gbc.emerge
2022-03-19 19:37:34,2022-March,Dr. G. B. Cross Memorial Hospital,4,32,0.321576953,gbc.emerge
2022-03-20 01:58:41,2022-March,Dr. G. B. Cross Memorial Hospital,3,17,0.168538481,gbc.emerge
2022-03-20 01:59:20,2022-March,Dr. G. B. Cross Memorial Hospital,3,17,0.174692303,gbc.emerge
2022-03-20 05:06:26,2022-March,Dr. G. B. Cross Memorial Hospital,1,5,0.05126923,gbc.emerge
2022-03-20 08:04:56,2022-March,Dr. G. B. Cross Memorial Hospital,1,5,0.05126923,gbc.emerge
2022-03-20 13:00:06,2022-March,Dr. G. B. Cross Memorial Hospital,2,10,0.104423083,gbc.emerge
2022-03-20 17:54:03,2022-March,Dr. G. B. Cross Memorial Hospital,2,16,0.157923073,gbc.emerge
2022-03-21 00:15:20,2022-March,Dr. G. B. Cross Memorial Hospital,2,11,0.109461546,gbc.emerge
2022-03-21 02:52:46,2022-March,Dr. G. B. Cross Memorial Hospital,2,14,0.142923072,gbc.emerge
2022-03-21 07:07:05,2022-March,Dr. G. B. Cross Memorial Hospital,2,15,0.154923081,gbc.emerge
2022-03-21 08:57:37,2022-March,Dr. G. B. Cross Memorial Hospital,2,16,0.160923079,gbc.emerge
2022-03-21 10:56:14,2022-March,Dr. G. B. Cross Memorial Hospital,3,19,0.190615386,gbc.emerge
2022-03-21 14:11:52,2022-March,Dr. G. B. Cross Memorial Hospital,2,16,0.156369224,gbc.emerge
2022-03-22 08:06:56,2022-March,Dr. G. B. Cross Memorial Hospital,2,11,0.108061545,gbc.emerge
2022-03-22 08:07:20,2022-March,Dr. G. B. Cross Memorial Hospital,2,12,0.123061545,gbc.emerge
2022-03-22 10:49:02,2022-March,Dr. G. B. Cross Memorial Hospital,2,15,0.147523075,gbc.emerge
2022-03-22 10:49:18,2022-March,Dr. G. B. Cross Memorial Hospital,3,18,0.182523057,gbc.emerge
2022-03-22 13:08:44,2022-March,Dr. G. B. Cross Memorial Hospital,3,17,0.172923088,gbc.emerge
2022-03-22 15:54:37,2022-March,Dr. G. B. Cross Memorial Hospital,3,18,0.180269241,gbc.emerge
2022-03-22 20:52:54,2022-March,Dr. G. B. Cross Memorial Hospital,3,20,0.201269224,gbc.emerge
2022-03-23 08:28:44,2022-March,Dr. G. B. Cross Memorial Hospital,2,10,0.101961538,gbc.emerge
2022-03-23 13:01:00,2022-March,Dr. G. B. Cross Memorial Hospital,3,25,0.252576947,gbc.emerge
2022-03-23 15:22:58,2022-March,Dr. G. B. Cross Memorial Hospital,3,21,0.210523069,gbc.emerge
2022-03-23 15:23:20,2022-March,Dr. G. B. Cross Memorial Hospital,3,18,0.180523068,gbc.emerge
2022-03-23 15:23:41,2022-March,Dr. G. B. Cross Memorial Hospital,2,16,0.156523079,gbc.emerge
2022-03-23 16:58:56,2022-March,Dr. G. B. Cross Memorial Hospital,4,28,0.275023073,gbc.emerge
2022-03-24 09:04:06,2022-March,Dr. G. B. Cross Memorial Hospital,2,13,0.133207694,gbc.emerge
2022-03-24 14:31:41,2022-March,Dr. G. B. Cross Memorial Hospital,3,23,0.227476925,gbc.emerge
2022-03-25 10:16:42,2022-March,Dr. G. B. Cross Memorial Hospital,3,17,0.165884629,gbc.emerge
2022-03-25 13:29:05,2022-March,Dr. G. B. Cross Memorial Hospital,2,15,0.152615383,gbc.emerge
2022-03-25 18:05:42,2022-March,Dr. G. B. Cross Memorial Hospital,2,10,0.101615384,gbc.emerge
2022-03-25 21:08:41,2022-March,Dr. G. B. Cross Memorial Hospital,2,15,0.14707692,gbc.emerge
2022-03-26 11:16:18,2022-March,Dr. G. B. Cross Memorial Hospital,1,6,0.062461544,gbc.emerge
2022-03-26 15:39:18,2022-March,Dr. G. B. Cross Memorial Hospital,2,9,0.093230769,gbc.emerge
2022-03-27 13:36:11,2022-March,Dr. G. B. Cross Memorial Hospital,2,10,0.102769233,gbc.emerge
2022-03-28 08:11:09,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.082615383,gbc.emerge
2022-03-28 10:43:41,2022-March,Dr. G. B. Cross Memorial Hospital,2,16,0.15892309,gbc.emerge
2022-03-28 14:08:48,2022-March,Dr. G. B. Cross Memorial Hospital,2,16,0.163576931,gbc.emerge
2022-03-28 21:23:22,2022-March,Dr. G. B. Cross Memorial Hospital,2,14,0.142923072,gbc.emerge
2022-03-29 05:41:58,2022-March,Dr. G. B. Cross Memorial Hospital,2,11,0.111961536,gbc.emerge
2022-03-29 05:42:38,2022-March,Dr. G. B. Cross Memorial Hospital,1,7,0.066961542,gbc.emerge
2022-03-29 13:53:03,2022-March,Dr. G. B. Cross Memorial Hospital,2,15,0.150415376,gbc.emerge
2022-03-29 23:09:50,2022-March,Dr. G. B. Cross Memorial Hospital,1,8,0.082607687,gbc.emerge
2022-03-30 11:24:33,2022-March,Dr. G. B. Cross Memorial Hospital,2,14,0.138569236,gbc.emerge
2022-03-30 14:58:35,2022-March,Dr. G. B. Cross Memorial Hospital,3,17,0.17106922,gbc.emerge
2022-03-30 17:19:49,2022-March,Dr. G. B. Cross Memorial Hospital,2,12,0.119915381,gbc.emerge
2022-03-31 08:15:04,2022-March,Dr. G. B. Cross Memorial Hospital,2,10,0.100423075,gbc.emerge
2022-04-01 09:51:25,2022-April,Dr. G. B. Cross Memorial Hospital,2,13,0.127461553,gbc.emerge
2022-04-01 12:19:07,2022-April,Dr. G. B. Cross Memorial Hospital,3,23,0.234384611,gbc.emerge
2022-04-02 14:52:42,2022-April,Dr. G. B. Cross Memorial Hospital,3,22,0.217723086,gbc.emerge
2022-04-02 19:02:59,2022-April,Dr. G. B. Cross Memorial Hospital,2,15,0.151415393,gbc.emerge
2022-04-02 22:24:35,2022-April,Dr. G. B. Cross Memorial Hospital,2,13,0.130569234,gbc.emerge
2022-04-03 16:22:16,2022-April,Dr. G. B. Cross Memorial Hospital,2,14,0.136415377,gbc.emerge
